,ID,Netflix,HBO,Hulu,Title,Type (Movie or TV Show),IMDb Score,# of IMDb Votes,Release Year,Rating,Runtime (min),Genre(s),Production Country,# of Seasons,Actor/Director Name,Role
140728,ts227727,0.0,1.0,0.0,Our Flag Means Death,SHOW,7.9,16052.0,2022,TV-MA,29,"['comedy', 'history', 'romance', 'action', 'drama']",['US'],1.0,Ewen Bremner,ACTOR
140729,ts227727,0.0,1.0,0.0,Our Flag Means Death,SHOW,7.9,16052.0,2022,TV-MA,29,"['comedy', 'history', 'romance', 'action', 'drama']",['US'],1.0,David Fane,ACTOR
140730,ts227727,0.0,1.0,0.0,Our Flag Means Death,SHOW,7.9,16052.0,2022,TV-MA,29,"['comedy', 'history', 'romance', 'action', 'drama']",['US'],1.0,Joel Fry,ACTOR
140731,ts227727,0.0,1.0,0.0,Our Flag Means Death,SHOW,7.9,16052.0,2022,TV-MA,29,"['comedy', 'history', 'romance', 'action', 'drama']",['US'],1.0,Guz Khan,ACTOR
140732,ts227727,0.0,1.0,0.0,Our Flag Means Death,SHOW,7.9,16052.0,2022,TV-MA,29,"['comedy', 'history', 'romance', 'action', 'drama']",['US'],1.0,Matthew Maher,ACTOR
140844,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,John C. Reilly,ACTOR
140845,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Quincy Isaiah,ACTOR
140846,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Jason Clarke,ACTOR
140847,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Adrien Brody,ACTOR
140848,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Gaby Hoffmann,ACTOR
140849,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Jason Segel,ACTOR
140850,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Tracy Letts,ACTOR
140851,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Hadley Robinson,ACTOR
140852,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,DeVaughn Nixon,ACTOR
140853,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Solomon Hughes,ACTOR
140854,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Tamera Tomakili,ACTOR
140855,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Brett Cullen,ACTOR
140856,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Stephen Adly Guirgis,ACTOR
140857,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Spencer Garrett,ACTOR
140858,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Sarah Ramos,ACTOR
140859,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Molly Gordon,ACTOR
140860,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Joseph Brooks,ACTOR
140861,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Rob Morgan,ACTOR
140862,ts227241,0.0,1.0,0.0,Winning Time: The Rise of the Lakers Dynasty,SHOW,8.4,10798.0,2022,TV-MA,57,"['comedy', 'drama', 'sport']",['US'],2.0,Sally Field,ACTOR
140877,ts287233,0.0,1.0,0.0,Hacks,SHOW,8.2,19452.0,2021,TV-MA,30,"['comedy', 'drama']",['US'],2.0,Jean Smart,ACTOR
140878,ts287233,0.0,1.0,0.0,Hacks,SHOW,8.2,19452.0,2021,TV-MA,30,"['comedy', 'drama']",['US'],2.0,Hannah Einbinder,ACTOR
140879,ts287233,0.0,1.0,0.0,Hacks,SHOW,8.2,19452.0,2021,TV-MA,30,"['comedy', 'drama']",['US'],2.0,Carl Clemons-Hopkins,ACTOR
140880,ts83267,0.0,1.0,0.0,The Gilded Age,SHOW,8.1,13249.0,2022,TV-MA,54,['drama'],['US'],1.0,Christine Baranski,ACTOR
140881,ts83267,0.0,1.0,0.0,The Gilded Age,SHOW,8.1,13249.0,2022,TV-MA,54,['drama'],['US'],1.0,Cynthia Nixon,ACTOR
140882,ts83267,0.0,1.0,0.0,The Gilded Age,SHOW,8.1,13249.0,2022,TV-MA,54,['drama'],['US'],1.0,Carrie Coon,ACTOR
140883,ts83267,0.0,1.0,0.0,The Gilded Age,SHOW,8.1,13249.0,2022,TV-MA,54,['drama'],['US'],1.0,Morgan Spector,ACTOR
